ibalizumab 2.08 2.59 11.71 7.10 1.76 5.39 31.34 49.17 43.54 92.50
imgatuzumab 2.40 3.32 11.29 2.38 2.32 5.28 28.26 44.94 32.56 76.57
infliximab 8.22 2.84 11.41 4.32 2.67 5.91 36.58 50.78 44.49 97.57
inotuzumab 2.32 3.61 13.38 4.85 3.61 2.58 31.66 55.22 37.57 92.78
ipilimumab 2.67 2.30 17.15 2.87 5.47 2.75 33.24 60.86 37.93 99.51
ixekizumab 1.65 7.35 18.82 3.94 6.59 6.96 47.35 61.32 56.33 117.51
lampalizumab 2.73 3.00 1.41 2.13 5.47 7.24 23.64 51.32 40.16 92.37
lebrikizumab 4.55 2.21 16.72 4.34 4.55 1.32 33.89 66.84 39.04 106.19
lenzilumab 1.54 -0.42 13.23 1.12 0.79 3.22 19.64 46.69 33.68 80.79
lintuzumab 2.93 5.26 4.39 8.39 1.39 5.19 26.93 43.58 36.48 80.16
lirilumab 6.98 16.63 17.48 2.18 0.15 6.43 50.21 66.31 41.54 108.50
lumiliximab 6.84 1.61 1.43 6.10 4.36 4.93 25.96 53.40 37.88 91.51
matuzumab 1.38 -0.13 9.52 2.82 3.35 4.10 22.10 42.37 33.96 77.25
mavrilimumab 3.70 0.63 16.48 5.19 1.19 6.78 35.45 54.14 49.78 104.63
mepolizumab 2.60 2.28 10.51 4.07 0.80 6.82 28.04 55.34 42.12 97.90
mogamulizumab 8.65 4.28 4.92 8.30 2.49 12.97 44.45 61.26 63.58 124.99
motavizumab 3.43 2.11 19.71 2.80 4.11 6.89 40.10 57.86 39.12 96.50
muromonab 1.76 1.81 4.64 2.38 3.81 2.89 19.04 32.87 35.08 68.10
natalizumab 2.78 5.25 20.94 1.81 7.75 5.55 44.80 65.11 39.81 105.37
necitumumab 1.12 3.83 21.71 2.30 0.48 3.98 32.92 62.02 38.12 100.44
nimotuzumab 2.43 0.53 16.48 3.05 2.97 5.98 32.74 44.92 36.09 79.96
nivolumab 3.22 4.53 2.41 2.33 0.62 5.51 18.78 47.77 38.74 85.82
obinutuzumab 7.41 1.99 16.45 9.88 4.52 9.04 52.19 60.20 62.93 122.57
ocrelizumab 2.06 1.75 15.76 2.20 4.21 7.19 34.10 58.40 35.82 94.32
ofatumumab 2.60 1.85 16.55 2.15 0.26 6.00 28.93 55.84 37.92 93.38
olaratumab 0.90 4.33 19.27 1.84 0.44 6.00 32.83 63.42 39.21 102.72
olokizumab 1.71 5.84 16.90 4.79 4.27 4.48 38.24 65.83 35.74 101.86
omalizumab 4.38 2.03 15.99 2.58 7.38 1.81 34.09 60.82 34.24 94.40
onartuzumab 2.42 0.10 13.20 6.67 2.24 10.14 35.12 56.51 42.33 98.16
otelixizumab 2.62 0.23 8.87 4.89 1.02 6.49 25.41 55.62 47.99 103.15
otlertuzumab 3.74 9.08 5.68 6.14 8.48 2.74 37.07 54.22 49.01 103.96
ozanezumab 4.10 -0.06 4.87 8.53 2.37 7.44 29.48 43.39 58.40 101.35
palivizumab 2.01 1.70 11.12 6.31 4.03 7.10 33.62 49.38 43.88 93.25
panitumumab 1.43 3.45 5.46 2.13 2.77 8.27 23.20 45.44 37.32 83.38
panobacumab 4.38 0.10 8.89 7.26 0.46 6.49 28.90 53.67 53.32 106.94
parsatuzumab 5.55 1.93 13.20 11.54 2.81 6.61 42.27 56.50 44.03 101.53
patritumab 1.86 0.03 8.36 5.61 1.98 3.42 21.81 60.27 38.90 99.05
pembrolizumab 2.28 0.36 11.36 5.72 8.61 7.24 36.01 46.07 53.26 98.67
pertuzumab 2.34 0.20 10.53 4.14 6.53 15.28 40.84 55.97 49.08 105.11
pinatuzumab 1.60 2.19 7.14 6.59 2.55 7.09 28.02 49.27 39.67 88.20
polatuzumab 3.15 2.88 12.09 4.44 3.40 2.45 28.15 60.16 32.95 93.54
ponezumab 6.13 1.45 13.57 9.03 5.00 8.69 45.70 50.41 64.13 114.72
radretumab 3.41 0.60 12.12 2.94 2.58 6.79 29.14 60.17 40.16 100.61
ramucirumab 2.46 4.47 2.14 2.13 2.30 7.94 22.11 49.84 38.02 88.75
ranibizumab 2.93 3.97 21.20 1.81 4.15 6.36 40.61 71.32 37.47 108.59
reslizumab 3.24 1.35 10.97 5.08 2.92 8.21 33.89 54.35 40.65 95.64
rilotumumab 7.61 3.94 14.71 0.56 0.66 10.37 38.42 60.81 38.83 100.83
rituximab 1.90 1.49 15.40 3.29 3.59 2.56 29.49 47.04 42.25 89.83
robatumumab 2.77 1.09 16.72 1.32 4.07 7.98 34.42 58.84 43.20 102.41
romosozumab 2.08 0.13 14.54 1.17 6.69 6.97 32.29 41.15 38.71 80.13
sarilumab 2.38 1.92 1.40 1.95 2.79 5.57 16.11 43.37 30.61 74.94
secukinumab 1.91 -0.16 34.38 1.92 0.25 2.47 41.32 79.43 32.53 113.04
seribantumab 2.31 3.51 11.85 5.86 1.64 12.56 38.21 62.42 43.68 104.75
sifalimumab 3.27 4.60 12.49 3.32 0.66 2.24 26.74 53.46 34.42 87.67
siltuximab 2.78 3.27 16.67 3.40 3.62 6.97 39.10 57.50 49.55 108.22
simtuzumab 9.84 1.22 8.54 5.88 3.13 7.74 38.76 48.00 54.71 102.88
sirukumab 5.12 3.75 16.13 6.67 3.79 8.17 45.61 61.15 52.52 113.76
tabalumab 1.52 -0.18 28.57 1.53 0.18 4.11 36.59 78.37 35.36 114.37
tanezumab 8.19 2.30 20.29 -0.10 4.20 6.40 41.68 67.84 33.75 102.15
teplizumab 2.44 2.59 6.33 2.59 3.80 2.36 20.90 43.68 31.69 75.64
tigatuzumab 1.71 3.95 7.67 1.72 2.64 4.17 22.07 55.83 32.98 88.74
tildrakizumab 16.03 4.80 5.74 6.87 6.22 9.84 49.53 58.37 46.41 104.95
tocilizumab 3.05 9.07 5.59 1.30 4.01 6.86 30.16 55.92 34.40 91.44
tovetumab 1.91 5.06 10.38 2.15 5.85 6.39 33.31 56.66 36.92 93.47
tralokinumab 2.13 -0.51 10.64 5.82 2.12 4.20 26.54 43.84 57.12 100.74
trastuzumab 2.92 6.24 9.36 1.52 10.64 5.01 37.20 58.97 40.54 99.63
tremelimumab 1.76 4.06 26.10 2.06 3.36 4.64 41.49 61.09 33.89 95.50
urelumab 2.00 5.41 13.84 2.21 0.08 12.78 37.26 73.23 46.09 119.06
ustekinumab 2.53 1.98 6.35 2.20 3.26 10.53 27.81 49.75 37.85 87.56
vedolizumab 2.81 0.27 11.76 5.93 2.96 2.82 27.31 51.97 51.45 102.88
veltuzumab 2.51 4.15 14.46 3.16 4.07 2.54 31.23 43.67 37.64 81.77
visilizumab 6.16 3.60 15.23 2.19 3.86 2.65 34.40 57.11 32.81 90.23
zalutumumab 1.99 5.14 18.61 0.97 2.46 5.58 34.69 63.19 32.75 95.98
zanolimumab 2.15 0.20 7.36 1.88 3.06 6.39 22.49 60.04 33.88 94.64
