crenezumab 47.72 11.73 24.45 75.22 4.51 54.35 227.01 411.32 353.19 762.39
dacetuzumab 22.64 11.31 7.41 21.97 1.74 47.28 105.08 260.55 242.09 504.01
daclizumab 38.21 45.19 21.49 28.93 10.16 63.32 201.44 490.39 337.41 829.33
dalotuzumab 22.08 27.04 26.89 17.47 0.39 30.81 122.29 267.94 234.30 515.46
daratumumab 41.61 8.54 116.77 80.42 29.27 86.56 374.75 478.64 471.96 945.65
denosumab 31.30 11.22 64.52 19.49 6.13 37.96 166.93 375.53 281.16 648.30
dinutuximab 43.37 36.46 47.08 14.38 5.21 12.30 122.79 457.05 161.39 621.42
drozitumab 152.13 50.49 44.50 55.68 8.20 55.97 375.05 592.93 557.45 1144.63
duligotuzumab 38.48 40.15 177.04 148.75 36.15 253.98 709.94 711.82 757.03 1469.91
dupilumab 57.42 12.46 60.07 71.73 11.30 94.61 312.81 490.44 444.74 936.99
eculizumab 19.06 12.49 120.87 112.12 41.75 124.41 446.55 584.03 625.65 1215.08
efalizumab 4.79 23.13 26.63 31.47 7.82 87.68 180.60 266.38 322.22 587.58
eldelumab 49.93 63.85 187.85 44.82 11.16 98.86 461.38 642.84 389.73 1031.97
elotuzumab 88.20 75.18 139.25 119.91 5.44 112.95 552.06 715.26 529.91 1227.37
emibetuzumab 57.07 8.70 28.20 43.53 17.27 54.13 222.39 386.55 363.01 746.06
enokizumab 80.03 68.82 190.19 49.44 11.26 132.76 546.07 766.87 423.54 1189.97
epratuzumab 44.50 89.88 37.88 52.97 12.18 90.97 324.13 648.76 374.88 1018.80
etrolizumab 5.26 3.93 29.25 182.44 33.06 112.07 359.39 260.13 626.88 868.98
evolocumab 17.84 19.11 36.98 73.17 11.93 86.00 263.46 379.14 427.85 808.57
farletuzumab 16.67 13.85 64.11 62.81 8.85 96.84 288.94 371.70 431.04 807.52
fasinumab 211.03 245.78 120.28 39.75 20.90 109.92 755.36 1300.19 406.28 1696.75
fezakinumab 21.95 15.26 281.47 64.06 36.24 100.90 519.59 624.13 553.16 1184.38
ficlatuzumab 22.68 -0.22 84.21 99.52 20.41 96.45 338.93 431.29 597.45 1022.26
figitumumab 34.87 11.34 171.74 26.52 -1.57 90.88 351.00 568.13 332.09 905.00
fletikumab 35.61 13.56 307.40 62.89 69.55 64.38 568.55 707.87 423.16 1140.23
foralumab 14.18 22.65 43.80 68.77 28.41 63.07 246.32 250.58 398.13 647.62
fresolimumab 78.21 106.05 161.40 83.49 9.70 149.22 596.81 778.80 512.18 1292.49
fulranumab 14.70 -3.66 153.16 61.85 69.14 68.59 363.91 462.69 461.30 916.15
galiximab 11.49 23.74 125.11 69.46 12.38 107.18 361.44 448.45 502.42 950.65
ganitumab 4.86 1.43 98.21 48.08 18.47 59.05 233.92 336.15 345.15 684.68
gantenerumab 26.61 6.42 19.12 41.18 4.93 64.97 155.90 284.36 347.97 634.08
gemtuzumab 51.22 24.04 20.70 105.18 14.51 100.92 327.73 441.91 482.72 923.47
gevokizumab 43.28 107.72 48.89 93.18 -0.68 70.22 367.08 523.30 417.43 934.83
girentuximab 25.07 40.63 25.12 54.38 4.76 85.28 242.56 367.34 395.61 773.09
glembatumumab 28.83 11.58 43.38 86.59 9.36 80.60 269.43 300.60 390.07 686.14
golimumab 24.59 24.49 51.27 67.46 21.80 65.49 269.42 353.16 412.58 774.33
guselkumab 22.58 29.86 54.84 35.66 -2.90 89.57 238.17 412.84 375.83 782.63
ibalizumab 46.34 102.03 103.34 55.81 12.80 93.49 420.47 799.07 421.19 1221.71
imgatuzumab 30.03 4.81 26.46 27.10 14.82 55.36 171.94 326.08 309.63 642.15
infliximab 31.34 12.85 25.41 30.05 35.92 49.31 183.06 471.73 471.38 945.15
inotuzumab 8.28 18.48 46.76 55.96 5.63 47.60 195.14 376.51 299.35 670.78
ipilimumab 32.29 35.44 40.81 39.92 10.03 83.51 255.10 379.14 382.24 759.52
ixekizumab 101.08 83.75 51.68 4.85 2.19 30.68 243.71 609.32 170.31 767.20
lampalizumab 20.56 72.62 78.76 369.28 50.36 241.77 817.46 600.19 1026.52 1625.72
lebrikizumab 32.82 9.91 114.97 105.95 42.39 123.72 464.31 467.37 594.68 1063.61
lenzilumab 13.16 1.23 13.08 22.03 8.44 7.58 56.40 200.98 176.95 394.18
lintuzumab 82.62 63.04 3.32 132.98 17.41 104.23 410.76 521.15 531.64 1048.54
lirilumab 48.05 56.21 199.37 99.47 43.49 94.95 553.73 704.88 518.08 1238.45
lumiliximab 35.56 43.01 39.56 70.95 14.25 44.45 264.09 425.39 407.44 837.03
matuzumab 59.32 -2.68 226.69 103.06 47.64 65.36 518.08 649.69 515.89 1165.60
mavrilimumab 206.36 245.72 93.94 46.18 -17.54 111.34 690.84 1244.35 371.47 1594.78
mepolizumab 11.16 6.01 50.88 31.19 16.84 73.14 188.03 356.25 363.78 715.25
mogamulizumab 39.77 18.55 43.89 78.30 9.88 94.27 307.59 460.24 430.89 893.94
motavizumab 59.42 55.65 183.59 51.23 28.27 83.92 483.02 624.14 429.73 1038.65
muromonab 24.55 -0.03 176.55 45.74 13.37 46.27 316.78 484.69 315.02 814.57
natalizumab 46.03 31.77 99.53 127.15 7.85 128.09 461.39 538.65 542.39 1091.88
necitumumab 57.54 40.50 101.20 74.08 27.95 92.85 396.36 479.37 451.01 927.91
nimotuzumab 45.47 36.25 93.85 49.21 1.96 64.71 308.70 585.42 364.56 949.79
nivolumab 40.96 23.96 73.08 89.43 32.42 66.13 338.47 400.64 485.28 881.63
obinutuzumab 12.62 79.47 69.87 55.98 19.49 111.03 375.15 502.13 422.68 931.64
ocrelizumab 16.42 16.37 70.13 38.62 13.78 62.71 226.94 324.31 333.69 650.49
ofatumumab 97.75 29.76 133.13 75.14 25.52 87.04 460.82 562.29 480.07 1039.56
olaratumab 23.51 17.24 61.68 64.25 27.43 39.15 240.82 374.05 379.18 743.54
olokizumab 94.83 41.60 27.15 116.20 38.15 105.33 436.55 624.46 601.37 1232.40
omalizumab 34.44 62.35 25.72 215.03 42.65 142.21 539.36 456.66 687.29 1132.44
onartuzumab 40.23 53.88 67.59 54.71 18.90 76.45 313.16 505.31 383.93 879.97
otelixizumab 31.68 0.47 49.58 135.53 74.79 75.15 379.50 348.70 687.29 1023.04
otlertuzumab 31.18 42.23 34.10 88.67 34.36 75.96 328.02 410.67 520.70 929.30
ozanezumab 37.65 -3.78 57.78 46.88 8.79 86.54 246.57 408.65 323.32 742.06
palivizumab 57.62 71.84 137.59 69.57 28.72 92.38 470.53 576.19 459.69 1026.81
panitumumab 45.94 32.13 101.61 234.77 74.70 105.01 602.09 462.24 800.04 1255.95
panobacumab 33.87 30.83 29.38 59.99 11.24 31.98 200.16 369.44 268.30 639.45
parsatuzumab 88.67 66.08 268.80 41.26 9.73 90.78 583.96 769.84 334.98 1112.89
patritumab 3.23 11.30 64.36 56.19 15.72 76.80 229.30 320.63 474.29 788.45
pembrolizumab 28.26 7.23 114.65 42.38 33.53 79.66 326.78 459.86 419.18 896.53
pertuzumab 69.15 26.29 85.43 112.34 6.09 109.65 424.32 463.41 494.73 961.93
pinatuzumab 46.17 61.88 157.52 53.67 12.16 98.20 454.01 626.74 410.32 1024.08
polatuzumab 24.22 61.97 55.36 267.27 41.29 206.46 672.25 535.35 847.54 1375.25
ponezumab 65.61 20.68 22.01 42.66 6.74 -1.03 159.84 389.39 208.16 607.82
radretumab 27.31 4.46 35.72 34.49 12.19 53.08 178.84 339.73 328.18 668.27
ramucirumab 39.88 29.24 133.46 108.80 69.83 99.07 488.07 516.50 545.10 1059.81
ranibizumab 43.27 28.86 83.24 158.71 16.22 111.26 456.38 493.72 619.97 1097.06
reslizumab 24.65 63.00 96.87 74.20 26.25 104.02 398.99 556.48 493.64 1037.32
rilotumumab 17.98 13.89 118.43 93.89 6.00 84.65 351.11 359.55 380.79 750.93
rituximab 14.31 27.98 69.34 13.70 12.49 34.68 161.27 351.30 205.63 558.55
robatumumab 23.38 11.46 17.56 20.75 8.25 27.62 110.56 268.85 258.88 539.95
romosozumab 90.71 47.09 406.60 206.21 30.02 186.37 964.95 886.33 715.99 1603.58
sarilumab 160.42 42.97 78.45 43.93 33.87 97.11 479.20 707.98 445.39 1157.03
secukinumab 69.13 89.25 332.93 47.92 14.96 83.20 655.16 839.96 385.45 1216.99
seribantumab 16.47 7.17 30.98 69.73 11.30 81.93 228.14 302.03 400.99 704.77
sifalimumab 16.24 15.99 6.81 45.73 4.80 39.78 132.98 337.58 288.96 629.98
siltuximab 31.07 22.41 80.80 64.24 44.16 74.17 323.76 501.21 417.92 925.63
simtuzumab 29.80 9.81 44.24 28.12 12.37 74.17 210.61 379.92 307.39 702.39
sirukumab 25.52 6.23 48.22 75.48 37.13 73.00 275.36 360.25 494.58 855.22
tabalumab 8.22 6.98 139.46 51.02 21.78 37.43 268.03 404.35 340.87 741.69
tanezumab 34.02 60.95 82.38 58.87 5.14 85.03 342.24 467.18 375.16 840.15
teplizumab 20.10 4.98 153.33 87.55 20.88 69.83 377.58 395.93 455.72 861.31
tigatuzumab 22.98 10.80 18.27 96.20 6.66 53.77 221.66 282.15 412.83 689.46
tildrakizumab 15.19 20.57 -1.04 71.07 26.87 97.50 244.87 460.52 471.57 945.07
tocilizumab 25.83 5.78 24.59 137.60 6.94 80.63 289.42 244.28 492.53 731.88
tovetumab 59.70 22.81 21.93 31.52 2.70 74.92 219.86 369.92 343.93 720.77
tralokinumab 26.09 46.99 96.62 78.90 93.29 135.84 496.78 641.80 614.97 1260.72
trastuzumab 33.17 6.62 41.36 69.35 15.52 51.14 237.38 311.89 371.87 679.39
tremelimumab 22.22 37.45 57.44 64.21 14.39 115.14 328.80 360.22 449.89 816.04
urelumab 6.95 7.98 174.03 85.52 36.93 97.50 404.10 573.03 469.19 1043.06
ustekinumab 14.94 63.35 20.89 39.48 12.99 63.24 219.74 385.46 343.08 738.56
vedolizumab 59.36 125.38 204.04 45.66 12.79 49.66 509.10 836.11 288.57 1133.87
veltuzumab 47.69 63.75 111.48 39.92 15.77 59.57 340.82 586.29 321.25 906.06
visilizumab 10.21 2.47 106.83 76.14 18.63 67.74 296.99 331.37 391.85 722.26
zalutumumab 67.38 100.12 219.30 165.31 81.48 93.91 737.75 707.98 689.84 1382.72
zanolimumab 4.17 4.69 43.13 110.70 22.60 101.73 289.31 292.08 484.37 761.64
